video_id,user_id,likes,views,comments,timestamp
229,229,93906,409,6031,8/31/2020
230,230,29507,550721,5830,7/25/2020
231,231,62080,914948,4953,2/27/2021
232,232,47643,679736,5120,9/12/2022
233,233,70455,553353,5594,6/15/2022
234,234,83082,51349,3403,12/3/2021
235,235,31191,615867,9929,5/29/2022
236,236,69612,561510,7941,6/14/2020
237,237,47333,544208,9755,9/10/2021
238,238,83111,428977,374,3/15/2020
239,239,45994,488209,3803,1/6/2021
240,240,64871,42152,7925,3/28/2022
241,241,99258,803414,7178,12/10/2021
242,242,94548,67627,8612,5/19/2021
243,243,70433,460217,9970,2/8/2021
244,244,91715,663296,6439,12/2/2020
245,245,12961,336246,7858,4/27/2021
246,246,9772,62126,9261,11/1/2021
247,247,91960,689638,5077,8/13/2020
248,248,8009,97158,3764,10/5/2020
249,249,96001,933639,3185,4/7/2021
250,250,7136,272124,6866,4/27/2021
251,251,96552,141053,6133,9/3/2021
252,252,5873,853864,9363,2/28/2021
253,253,25311,71236,3351,5/9/2021
254,254,3922,71886,9228,6/5/2022
255,255,19092,91087,6065,1/5/2020
256,256,43547,443277,6829,11/11/2020
257,257,7540,951086,9692,10/18/2020
258,258,11093,711773,4463,11/9/2021
259,259,66255,676227,5700,10/24/2021
260,260,36352,316237,958,5/31/2021
261,261,48077,242413,2106,1/28/2022
262,262,92871,497304,2318,8/5/2021
263,263,66044,821561,8449,5/12/2020
264,264,50109,898853,2377,9/30/2020
265,265,21212,520225,6658,3/1/2020
266,266,12651,2936,298,9/19/2020
267,267,68900,941147,4821,8/1/2022
268,268,53728,36954,4830,10/7/2021
269,269,34741,695648,7452,8/26/2020
270,270,40638,797309,9956,9/19/2020
271,271,57148,858886,7581,11/7/2020
272,272,97345,566612,7619,9/13/2022
273,273,19706,87749,5461,8/24/2021
274,274,74320,719899,6417,5/2/2020
275,275,60178,124484,6974,10/4/2022
276,276,71948,17329,7488,2/18/2020
277,277,14787,722555,5725,7/30/2022
278,278,79958,170056,1407,9/21/2020
279,279,84280,178488,1282,2/13/2021
280,280,17713,550341,8123,3/4/2022
281,281,66866,48716,6932,12/15/2022
282,282,47788,766246,2392,6/22/2020
283,283,87703,878403,3409,4/12/2022
284,284,11892,266120,7709,2/25/2022
285,285,42037,628408,9838,3/16/2022
286,286,56772,652600,5212,3/11/2022
287,287,88392,953953,2640,10/19/2020
288,288,78798,149305,8776,6/10/2022
289,289,20593,815408,918,7/13/2022
290,290,89965,882694,8529,12/20/2022
291,291,42712,387015,1607,6/29/2020
292,292,48914,423643,8506,9/30/2020
293,293,31615,744998,3047,1/4/2020
294,294,12770,926192,6486,9/30/2020
295,295,72596,151349,9743,4/7/2021
296,296,8796,695365,5645,6/20/2021
297,297,22713,155981,9177,2/12/2021
298,298,35231,300175,4499,11/23/2020
299,299,90661,980372,6837,10/25/2021
300,300,57165,621569,8592,8/19/2022
301,301,88073,583821,6771,7/12/2021
302,302,24918,98620,5521,10/4/2021
303,303,68626,474697,8192,6/12/2020
304,304,15492,234842,4811,1/9/2020
305,305,76592,948093,2001,9/28/2020
306,306,8651,473689,4956,10/9/2020
307,307,25398,118897,4937,5/1/2021
308,308,61442,369133,5736,12/30/2020
309,309,84807,506106,2629,11/3/2022
310,310,8475,560106,1744,9/9/2020
311,311,51116,989249,3258,7/24/2022
312,312,54960,607612,19,5/1/2021
313,313,84580,402272,835,7/8/2021
314,314,75846,954412,2863,11/20/2021
315,315,22389,361260,1455,2/5/2021
316,316,75154,15648,3123,1/31/2021
317,317,55244,343813,9774,7/25/2022
318,318,49251,180631,2432,1/29/2022
319,319,46535,872104,3817,6/10/2020
320,320,53778,182632,7123,10/14/2021
321,321,98880,577791,619,10/21/2022
322,322,11955,34457,3694,7/20/2020
323,323,82354,170467,4502,7/27/2021
324,324,52232,642646,5552,4/11/2022
325,325,45565,778422,6694,7/26/2020
326,326,89155,981506,7601,5/4/2020
327,327,49342,830504,5825,8/14/2021
328,328,46830,797852,969,2/5/2021
329,329,17816,563274,8737,3/25/2021
330,330,46485,755310,3652,9/24/2021
331,331,41552,841163,1114,6/5/2020
332,332,84774,306800,5522,7/1/2021
333,333,88263,324880,7458,12/5/2021
334,334,54797,209456,7868,11/1/2020
335,335,4920,268735,9352,1/20/2021
336,336,66861,690229,4244,4/25/2022
337,337,44197,523904,6326,9/16/2022
338,338,82588,859398,9028,4/17/2022
339,339,2459,90869,6968,7/17/2020
340,340,45138,626025,2732,6/23/2022
341,341,15159,97578,8273,5/16/2021
342,342,94555,413000,6954,11/15/2020
343,343,56302,94265,9531,9/27/2020
344,344,23108,155491,7473,9/4/2020
345,345,85047,719040,8693,1/11/2021
346,346,58480,402315,4883,9/30/2020
347,347,48644,635054,4858,2/23/2020
348,348,64149,533411,703,2/16/2020
349,349,38749,885207,3140,8/4/2022
350,350,40816,315221,3357,11/24/2020
351,351,93146,691898,8687,9/5/2022
352,352,45053,858316,1484,2/18/2022
353,353,889,879630,6794,10/30/2021
354,354,57318,538821,2382,9/16/2022
355,355,7841,363219,8219,2/10/2022
356,356,33637,808187,9974,6/25/2021
357,357,33562,895946,1708,3/1/2022
358,358,57057,480565,3399,11/6/2020
359,359,74886,126996,8726,8/19/2020
360,360,29271,510389,7964,9/27/2022
361,361,68368,573896,1480,2/14/2020
362,362,81992,266660,7951,8/27/2020
363,363,33377,100186,8919,3/11/2022
364,364,5382,156883,5629,3/7/2022
365,365,79655,690544,4392,3/7/2020
366,366,49817,247539,5049,12/22/2022
367,367,4923,358438,7779,8/2/2021
368,368,74393,726089,192,6/4/2022
369,369,55621,479214,5442,8/4/2021
370,370,2487,550792,764,4/23/2020
371,371,68811,781127,3303,2/7/2020
372,372,2969,349883,6287,1/8/2020
373,373,88182,254139,8694,12/12/2020
374,374,50622,421798,8219,4/1/2020
375,375,92992,851678,2044,5/19/2021
376,376,54363,685433,2942,10/21/2022
377,377,79519,640110,1507,1/4/2021
378,378,3019,916848,8359,1/4/2021
379,379,42699,399037,6945,12/20/2021
380,380,7489,326345,8919,2/12/2020
381,381,72691,406860,9823,9/1/2021
382,382,2216,341269,8337,7/23/2021
383,383,4352,557983,8008,1/23/2021
384,384,40579,477310,7796,12/8/2020
385,385,87564,170396,2098,11/4/2022
386,386,2402,895194,1655,3/8/2022
387,387,93639,651396,3374,8/20/2020
388,388,92310,345246,6847,11/9/2021
389,389,64715,123343,1287,4/20/2021
390,390,38845,808936,199,7/25/2022
391,391,68,809804,1600,3/20/2020
392,392,43546,274816,1684,6/4/2021
393,393,70669,805618,2972,5/3/2020
394,394,9759,772820,9819,11/2/2021
395,395,66582,669920,2476,12/7/2020
396,396,22091,691479,9558,6/22/2022
397,397,57544,240289,4092,6/30/2020
398,398,86911,356107,2887,1/6/2020
399,399,26594,225305,4579,10/29/2020
400,400,95895,763461,4832,7/11/2022
401,401,47437,436295,9951,6/30/2022
402,402,47280,455242,8714,11/29/2022
403,403,13510,421823,2261,10/21/2022
404,404,58921,980672,4288,9/10/2020
405,405,12599,132352,2449,9/17/2022
406,406,4132,257575,6506,1/11/2021
407,407,64230,101877,4603,9/17/2022
408,408,75113,829380,6140,10/28/2020
409,409,41265,290790,1478,3/16/2020
410,410,30932,489675,3443,1/1/2021
411,411,51473,537027,7631,2/16/2021
412,412,99544,763412,1886,12/23/2022
413,413,49718,353281,4016,12/20/2020
414,414,57524,547901,7140,3/17/2020
415,415,42378,735247,9600,5/27/2021
416,416,9239,269914,251,8/21/2021
417,417,22315,6535,4259,1/22/2021
418,418,67418,189696,7684,4/17/2020
419,419,78057,731359,6094,6/13/2022
420,420,9188,191315,9129,5/10/2020
421,421,31697,55570,7984,9/19/2021
422,422,50279,198040,4832,6/4/2020
423,423,37877,762217,5010,8/6/2021
424,424,467,786192,1813,7/9/2021
425,425,88694,482742,4457,3/30/2020
426,426,22213,691758,9722,8/21/2020
427,427,50265,911800,5235,3/8/2020
428,428,89014,262728,5554,2/18/2021
429,429,36363,59793,1478,4/4/2021
430,430,52626,492814,2371,8/5/2020
431,431,68784,666497,2490,3/29/2021
432,432,81057,437069,5164,2/7/2020
433,433,9159,142045,8660,9/23/2021
434,434,36282,418106,4069,3/17/2021
435,435,8325,944839,6304,6/22/2021
436,436,60520,176758,6976,6/14/2022
437,437,99982,704655,2743,1/16/2020
438,438,72220,382796,5004,8/4/2020
439,439,12728,758386,8497,3/6/2021
440,440,78437,374197,6448,9/5/2020
441,441,46609,919784,6223,5/26/2020
442,442,3584,803161,2796,5/20/2021
443,443,63513,164881,3729,2/3/2020
444,444,76245,877976,6976,6/26/2020
445,445,71847,14752,4559,1/27/2020
446,446,65258,57415,712,6/29/2020
447,447,4265,5825,5484,7/17/2021
448,448,77032,372664,1519,10/28/2021
449,449,82363,445867,450,3/9/2021
450,450,57602,666796,4799,10/10/2021
451,451,16458,66721,3646,7/11/2022
452,452,72617,449716,3807,3/31/2020
453,453,98559,376236,7324,10/24/2022
454,454,90087,474640,7864,8/29/2021
455,455,84642,974045,6726,12/14/2021
456,456,10181,251798,5920,1/30/2022
457,457,19059,858631,5892,3/10/2020
458,458,60906,663391,6740,6/8/2020
459,459,98647,952776,8418,2/26/2021
460,460,76928,523882,4580,10/11/2022
461,461,73951,998175,1198,10/30/2021
462,462,31973,830204,4582,7/9/2022
463,463,88103,434361,3035,12/25/2021
464,464,20696,863114,9029,11/21/2021
465,465,85070,110552,6054,7/17/2020
466,466,33393,756945,706,3/24/2022
467,467,53465,817922,6880,10/29/2021
468,468,62425,960097,3161,1/5/2022
469,469,27131,34869,3897,2/27/2020
470,470,89891,658410,4875,2/15/2020
471,471,6279,442889,4029,12/13/2021
472,472,41564,748303,9278,5/30/2022
473,473,55846,335204,8988,9/8/2021
474,474,90330,939011,294,7/11/2022
475,475,96243,192700,4289,9/30/2022
476,476,88442,997884,1937,12/20/2022
477,477,22049,825914,5148,9/16/2021
478,478,7516,900153,2571,12/17/2022
479,479,49428,956537,4079,10/6/2022
480,480,52376,414284,7499,8/14/2020
481,481,54362,68672,3955,11/26/2020
482,482,96515,115736,4602,4/8/2022
483,483,75141,158476,6793,4/17/2020
484,484,18887,734297,9409,8/14/2021
485,485,14346,179845,7405,4/24/2020
486,486,43323,145494,5272,4/5/2022
487,487,29761,914959,3888,11/9/2021
488,488,6211,130039,3823,10/2/2021
489,489,86227,428520,9858,3/18/2020
490,490,2244,165511,2241,2/18/2020
491,491,13055,132656,5165,9/19/2020
492,492,2530,517583,180,4/13/2021
493,493,87361,774451,6998,5/1/2022
494,494,32105,387051,4441,7/18/2022
495,495,83721,945327,8032,11/1/2020
496,496,17357,301806,1464,4/29/2021
497,497,62659,889498,4545,8/17/2022
498,498,38947,538113,3054,1/15/2020
499,499,31127,21441,6941,2/4/2022
500,500,54002,82733,8081,5/30/2020
501,501,85712,915227,6835,9/24/2020
502,502,80169,76645,6265,2/20/2022
503,503,53632,121912,5261,8/10/2021
504,504,43992,18309,1940,8/8/2021
505,505,10755,171823,9526,12/31/2021
506,506,39430,453376,9598,8/13/2022
507,507,31404,399594,7244,3/20/2022
508,508,41004,938463,518,7/17/2020
509,509,95369,838985,7023,2/19/2020
510,510,99765,958402,891,8/12/2021
511,511,75037,214104,7036,9/23/2022
512,512,14004,766820,9352,7/28/2021
513,513,71955,835883,637,12/10/2020
514,514,66166,471982,8576,10/15/2021
515,515,39187,389097,9773,12/1/2020
516,516,15794,544498,6432,1/22/2021
517,517,99111,844155,2874,4/5/2022
518,518,43022,52431,1279,9/12/2020
519,519,23696,317767,9439,6/5/2020
520,520,9210,873864,1368,6/6/2021
521,521,26479,368399,927,8/10/2020
522,522,81106,353087,621,11/23/2021
523,523,70815,170599,8505,3/31/2022
524,524,42182,366854,934,9/13/2021
525,525,99389,201188,4422,3/10/2022
526,526,30516,628188,5751,9/27/2021
527,527,92376,967496,1579,6/11/2022
528,528,41232,24077,2592,11/14/2021
529,529,73384,138005,3430,7/15/2022
530,530,19880,14218,3695,11/21/2022
531,531,23411,129564,6617,12/27/2020
532,532,37979,491516,8971,6/7/2020
533,533,50570,360415,1999,7/21/2020
534,534,20303,765888,5950,9/28/2020
535,535,71030,804148,5078,6/17/2021
536,536,76359,486380,7619,9/30/2020
537,537,48805,972481,1399,7/7/2022
538,538,62320,463494,2050,3/25/2022
539,539,22172,922692,3065,10/10/2021
540,540,4297,683083,9459,2/20/2022
541,541,55912,667267,454,7/25/2020
542,542,24182,567753,4881,2/20/2020
543,543,81396,858958,6405,7/28/2022
544,544,23763,412751,9909,7/20/2021
545,545,61906,87617,9297,3/30/2020
546,546,2485,20677,8756,11/11/2021
547,547,11415,190098,9515,1/19/2022
548,548,6202,902191,2280,7/15/2020
549,549,74763,869909,7710,5/17/2022
550,550,58250,635320,4817,3/30/2020
551,551,74094,72955,6335,5/23/2022
552,552,23309,740634,1719,12/13/2022
553,553,27145,719111,5251,2/26/2020
554,554,94749,817914,2140,8/30/2020
555,555,26781,563897,1976,12/19/2020
556,556,56252,858134,3934,7/2/2020
557,557,74135,869995,7982,7/25/2021
558,558,25825,634725,5241,8/26/2020
559,559,82027,442247,8334,8/3/2022
560,560,64375,226797,3041,4/12/2022
561,561,4354,740084,9859,12/13/2020
562,562,60888,504636,6604,11/15/2021
563,563,74512,805000,8247,2/8/2021
564,564,47277,937704,6286,7/10/2020
565,565,48602,697001,9469,10/21/2021
566,566,26028,707305,8018,11/12/2020
567,567,43593,358417,4477,3/2/2020
568,568,92382,278507,2465,9/28/2021
569,569,25472,385990,3605,1/8/2022
570,570,4447,332708,6003,11/27/2020
571,571,63318,6105,8261,4/24/2020
572,572,95104,877818,7373,3/10/2020
573,573,94546,174527,1921,2/12/2020
574,574,60325,923015,7903,10/18/2021
575,575,70616,332888,8546,12/13/2021
576,576,92701,122047,7406,11/7/2021
577,577,19885,605617,4257,5/30/2021
578,578,68154,362933,9000,7/30/2021
579,579,61321,31235,5760,7/19/2020
580,580,23947,481710,2450,12/9/2020
581,581,55812,581241,2385,11/26/2021
582,582,84360,891891,8937,3/14/2022
583,583,38225,718902,5742,11/27/2022
584,584,90005,476169,9663,11/12/2022
585,585,38174,408163,7585,3/26/2021
586,586,95424,711219,7423,2/21/2021
587,587,74241,1245,5688,10/9/2021
588,588,52141,537557,6263,5/8/2021
589,589,54666,635570,7440,5/22/2021
590,590,29394,190354,7732,3/17/2022
591,591,66884,482644,9410,10/9/2022
592,592,90810,474930,1452,1/2/2021
593,593,34506,734301,6391,9/13/2022
594,594,51702,771263,4759,5/30/2022
595,595,87072,267928,6571,4/17/2022
596,596,42604,821550,9980,1/11/2020
597,597,52858,859095,6501,10/12/2020
598,598,41857,138636,1227,2/24/2020
599,599,13602,733052,4429,2/22/2021
600,600,64162,647463,9748,11/6/2022
601,601,96548,634478,1940,11/3/2020
602,602,46911,959885,814,7/26/2021
603,603,28681,854730,9167,6/15/2022
604,604,17005,216000,7681,11/12/2021
605,605,69454,70357,6059,9/16/2021
606,606,35367,740088,9688,5/25/2021
607,607,73076,420276,8675,12/25/2022
608,608,11354,918478,2011,9/9/2020
609,609,17883,27680,2447,9/14/2021
610,610,41898,615258,6316,7/30/2020
611,611,80330,8838,9459,10/27/2020
612,612,37031,56354,3094,2/16/2022
613,613,850,966366,8668,1/19/2020
614,614,8619,998171,9141,8/8/2022
615,615,44972,100330,2237,8/10/2021
616,616,92812,995293,2101,5/7/2021
617,617,35327,198556,9027,2/3/2021
618,618,65620,170296,3703,10/12/2020
619,619,9837,773925,8257,7/8/2021
620,620,7406,131739,188,1/18/2021
621,621,19591,94589,717,10/26/2020
622,622,26211,647580,9843,11/30/2020
623,623,59059,94023,5547,10/6/2021
624,624,63133,925311,8788,11/9/2021
625,625,17330,306524,2279,11/24/2022
626,626,12821,243633,7084,3/5/2021
627,627,34373,391443,2390,8/1/2020
628,628,56233,468858,6324,10/23/2021
629,629,16210,603572,3599,11/17/2021
630,630,20517,287305,9206,6/17/2022
631,631,67495,112170,1315,11/19/2022
632,632,63,566525,2801,2/2/2020
633,633,60227,269285,4949,5/29/2021
634,634,81059,896569,816,7/13/2020
635,635,42856,302157,4744,9/19/2022
636,636,29667,194595,8369,1/31/2020
637,637,42243,775840,6862,7/9/2021
638,638,36437,601352,5663,1/7/2020
639,639,94654,308009,8767,1/20/2020
640,640,34407,632301,3988,12/6/2022
641,641,25607,753771,5334,12/6/2020
642,642,27218,674778,789,10/28/2022
643,643,23541,187105,9851,9/27/2020
644,644,57724,897712,8533,5/12/2021
645,645,5773,189093,3254,5/2/2022
646,646,21043,336096,5408,7/16/2021
647,647,45880,779529,738,12/14/2021
648,648,50308,289520,4230,4/10/2020
649,649,24389,474907,5689,1/7/2021
650,650,86000,875639,5869,8/8/2021
651,651,45570,171046,4875,2/2/2022
652,652,75997,336996,8493,9/13/2022
653,653,37331,389787,5013,7/10/2021
654,654,26327,343239,5139,12/29/2021
655,655,56045,694854,7943,9/15/2020
656,656,52484,36924,5626,7/19/2021
657,657,431,353277,8431,4/26/2022
658,658,12150,334355,9039,7/1/2022
659,659,46597,119484,2778,5/22/2020
660,660,23289,281072,9845,4/26/2022
661,661,6726,568929,5211,7/17/2021
662,662,1623,367626,5892,9/18/2020
663,663,14512,57073,4055,9/8/2020
664,664,94703,779084,2579,2/3/2022
665,665,83484,510467,8140,4/21/2022
666,666,38204,393017,5697,11/20/2022
667,667,46935,118485,6074,12/23/2022
668,668,95270,796670,1865,8/3/2022
669,669,91063,673254,6958,1/21/2020
670,670,73275,622749,7420,10/30/2022
671,671,77621,103940,5631,7/21/2022
672,672,91470,307036,8275,8/19/2022
673,673,11955,330067,4819,9/22/2022
674,674,56610,312207,9866,8/23/2021
675,675,73752,415025,1662,12/12/2022
676,676,41593,512168,6970,3/18/2021
677,677,17119,214710,9515,6/21/2020
678,678,74283,907242,9461,2/26/2022
679,679,92365,912987,8444,11/29/2020
680,680,78179,113213,5541,12/16/2022
681,681,19753,976245,8858,7/6/2020
682,682,83463,908533,6715,6/17/2022
683,683,68853,830806,8636,9/25/2020
684,684,80937,426957,9159,12/30/2022
685,685,71742,218460,9839,5/20/2022
686,686,73151,69499,8049,7/16/2021
687,687,13757,477440,8204,3/6/2022
688,688,24691,347903,8549,9/2/2020
689,689,41243,88579,6450,5/31/2022
690,690,59231,652437,830,1/17/2021
691,691,69511,335992,8045,6/14/2022
692,692,53015,792781,7851,8/16/2021
693,693,667,286195,442,8/28/2022
694,694,82508,261637,566,12/23/2021
695,695,49626,812168,9274,4/4/2021
696,696,74282,548274,3041,1/13/2020
697,697,61621,395340,3602,1/13/2021
698,698,84531,156247,2553,3/16/2021
699,699,64034,623131,5848,11/9/2022
700,700,10138,857194,4543,4/28/2022
701,701,70186,913897,1374,8/10/2020
